X,Y,R,G,B
11,71,171,99,105
12,71,169,103,100
13,71,164,105,104
14,71,159,107,106
15,71,157,107,106
16,71,160,111,104
17,71,160,114,107
18,71,160,115,110
19,71,160,116,106
20,71,161,118,101
21,71,164,119,102
22,71,160,124,97
23,71,155,127,91
24,71,157,125,99
25,71,161,123,106
26,71,156,129,100
27,71,150,130,98
28,71,151,128,99
29,71,153,128,100
30,71,153,130,94
31,71,152,128,93
32,71,154,126,99
33,71,151,126,98
34,71,152,127,101
35,71,151,125,104
36,71,151,125,102
37,71,148,127,104
38,71,150,126,100
39,71,150,125,95
40,71,145,128,95
41,71,141,125,99
42,71,141,127,102
43,71,140,126,97
44,71,137,125,97
45,71,133,126,96
46,71,129,129,101
47,71,126,131,99
48,71,125,130,94
49,71,119,135,95
50,71,116,137,93
51,71,111,139,95
52,71,110,144,94
53,71,109,151,91
54,71,107,154,90
55,71,103,160,89
56,71,103,163,84
57,71,110,162,83
58,71,110,164,82
59,71,106,168,81
60,71,106,172,74
61,71,104,172,76
62,71,108,171,79
63,71,112,173,82
64,71,111,172,81
65,71,113,172,77
66,71,120,172,77
67,71,124,172,74
68,71,123,173,72
69,71,124,172,76
70,71,130,166,81
71,71,134,164,81
72,71,136,164,75
73,71,136,162,72
74,71,136,158,75
75,71,138,155,76
76,71,142,154,79
77,71,144,150,75
78,71,148,146,76
79,71,151,141,76
80,71,152,139,78
81,71,156,135,79
82,71,155,131,80
83,71,151,130,76
84,71,150,130,69
85,71,151,125,72
86,71,153,120,74
87,71,151,114,77
88,71,146,112,80
89,71,147,108,80
90,71,150,104,79
91,71,145,103,83
92,71,144,99,82
93,71,137,96,83
94,71,137,97,79
95,71,139,94,78
96,71,134,93,79
97,71,126,95,76
98,71,128,88,81
99,71,125,86,88
100,71,115,87,87
101,71,113,87,82
102,71,111,87,81
103,71,105,87,84
104,71,97,89,83
105,71,90,90,76
106,71,89,88,79
107,71,84,91,77
108,71,76,95,77
109,71,69,101,76
110,71,66,105,76
111,71,66,105,73
112,71,64,106,73
113,71,62,107,73
114,71,64,106,73
115,71,61,108,71
116,71,54,108,71
117,71,52,110,63
118,71,55,111,60
119,71,56,106,62
0,72,168,84,106
1,72,167,89,104
2,72,165,90,106
3,72,164,90,110
4,72,165,92,107
5,72,169,91,110
6,72,167,92,118
7,72,168,94,115
8,72,169,97,110
9,72,166,101,107
10,72,169,99,107
11,72,169,98,104
12,72,165,101,102
13,72,164,103,103
14,72,161,104,105
15,72,162,105,106
16,72,162,108,103
17,72,163,109,102
18,72,161,110,104
19,72,162,113,105
20,72,165,115,98
21,72,162,116,100
22,72,160,120,99
23,72,156,122,97
24,72,156,121,99
25,72,161,121,100
26,72,160,126,94
27,72,154,127,95
28,72,153,125,100
29,72,157,122,100
30,72,155,126,99
31,72,147,130,95
32,72,150,127,98
33,72,152,123,103
34,72,154,120,104
35,72,152,123,105
36,72,150,124,103
37,72,149,123,102
38,72,147,124,100
39,72,147,124,98
40,72,146,122,101
41,72,141,123,107
42,72,135,125,104
43,72,135,127,95
44,72,137,125,99
45,72,134,124,104
46,72,126,128,104
47,72,125,129,100
48,72,125,130,96
49,72,120,132,98
50,72,115,135,96
51,72,111,138,101
52,72,112,141,102
53,72,110,148,96
54,72,104,154,96
55,72,99,160,91
56,72,98,162,91
57,72,109,162,87
58,72,107,161,84
59,72,103,163,86
60,72,105,167,82
61,72,106,168,79
62,72,105,170,77
63,72,109,169,78
64,72,112,168,86
65,72,114,170,81
66,72,120,169,80
67,72,118,169,79
68,72,114,171,77
69,72,116,169,81
70,72,124,167,80
71,72,128,166,76
72,72,124,165,71
73,72,131,158,76
74,72,138,153,77
75,72,139,150,80
76,72,139,147,85
77,72,139,146,80
78,72,141,145,78
79,72,143,141,71
80,72,147,137,72
81,72,144,136,73
82,72,148,131,82
83,72,146,128,82
84,72,146,125,77
85,72,146,121,77
86,72,147,117,75
87,72,147,112,80
88,72,145,108,86
89,72,140,105,83
90,72,144,102,77
91,72,139,102,80
92,72,139,97,88
93,72,139,94,89
94,72,133,94,83
95,72,131,95,77
96,72,127,93,77
97,72,126,91,78
98,72,123,91,79
99,72,117,90,78
100,72,110,88,82
101,72,104,90,81
102,72,103,91,79
103,72,93,91,76
104,72,90,88,84
105,72,90,89,80
106,72,87,89,77
107,72,84,90,81
108,72,76,93,85
109,72,73,98,82
110,72,68,101,76
111,72,65,104,70
112,72,60,107,70
113,72,57,106,69
114,72,60,107,70
115,72,56,111,69
116,72,58,110,67
117,72,58,108,68
118,72,57,107,65
119,72,57,105,64
0,73,169,86,105
1,73,162,89,105
2,73,161,90,105
3,73,164,90,108
4,73,166,93,108
5,73,167,95,105
6,73,166,93,108
7,73,168,95,113
8,73,167,96,111
9,73,165,99,108
10,73,167,99,111
11,73,168,99,104
12,73,165,100,104
13,73,165,100,106
14,73,165,103,106
15,73,163,103,107
16,73,162,105,106
17,73,161,111,98
18,73,161,111,98
19,73,159,113,106
20,73,162,114,99
21,73,163,116,96
22,73,160,114,103
23,73,158,118,100
24,73,156,121,99
25,73,156,121,99
26,73,154,124,102
27,73,152,124,99
28,73,153,124,95
29,73,156,121,99
30,73,154,123,104
31,73,148,127,102
32,73,148,124,105
33,73,155,120,107
34,73,155,119,104
35,73,150,121,106
36,73,151,119,107
37,73,152,118,107
38,73,149,123,102
39,73,144,122,107
40,73,146,119,106
41,73,142,120,102
42,73,135,121,105
43,73,134,125,98
44,73,137,124,104
45,73,134,122,110
46,73,124,123,114
47,73,125,125,109
48,73,120,130,99
49,73,113,131,104
50,73,112,133,101
51,73,110,136,102
52,73,106,142,103
53,73,105,148,97
54,73,103,154,93
55,73,102,156,90
56,73,105,156,96
57,73,109,159,92
58,73,107,161,86
59,73,103,163,86
60,73,105,163,87
61,73,108,163,90
62,73,105,169,83
63,73,107,167,76
64,73,108,168,79
65,73,111,168,80
66,73,111,167,84
67,73,112,166,88
68,73,115,166,80
69,73,117,165,78
70,73,118,164,82
71,73,122,160,79
72,73,123,158,78
73,73,128,154,79
74,73,129,153,77
75,73,136,148,76
76,73,139,145,82
77,73,137,142,81
78,73,136,141,80
79,73,137,140,80
80,73,140,136,78
81,73,139,132,80
82,73,140,128,87
83,73,139,125,86
84,73,144,121,79
85,73,144,116,75
86,73,139,116,78
87,73,143,111,83
88,73,140,107,86
89,73,136,104,90
90,73,133,102,83
91,73,128,101,83
92,73,128,99,84
93,73,128,96,81
94,73,126,95,87
95,73,123,95,88
96,73,124,94,81
97,73,120,90,80
98,73,116,91,76
99,73,110,92,75
100,73,103,91,81
101,73,100,90,82
102,73,96,90,83
103,73,93,90,82
104,73,89,88,79
105,73,86,87,84
106,73,83,86,83
107,73,82,87,83
108,73,75,90,85
109,73,71,97,81
110,73,69,101,76
111,73,66,102,76
112,73,65,103,78
113,73,60,106,74
114,73,58,107,72
115,73,56,111,69
116,73,55,110,66
117,73,60,106,72
118,73,53,107,66
119,73,51,107,61
0,74,160,89,104
1,74,158,89,106
2,74,162,91,106
3,74,164,94,108
4,74,163,92,111
5,74,163,94,112
6,74,168,97,101
7,74,168,97,103
8,74,168,95,109
9,74,168,97,110
10,74,166,99,108
11,74,167,98,99
12,74,166,100,102
13,74,169,99,109
14,74,169,99,109
15,74,164,101,113
16,74,162,104,110
17,74,163,107,101
18,74,161,110,102
19,74,158,112,100
20,74,159,113,101
21,74,162,112,99
22,74,159,113,106
23,74,156,114,108
24,74,157,118,102
25,74,157,119,100
26,74,154,120,104
27,74,155,122,101
28,74,154,121,96
29,74,154,121,100
30,74,154,120,104
31,74,151,118,109
32,74,150,117,108
33,74,153,117,101
34,74,153,117,99
35,74,152,118,107
36,74,150,118,104
37,74,148,121,105
38,74,143,123,105
39,74,139,120,110
40,74,145,117,108
41,74,146,118,112
42,74,144,117,114
43,74,136,120,109
44,74,127,123,106
45,74,125,123,108
46,74,122,124,114
47,74,122,125,106
48,74,117,129,102
49,74,110,130,105
50,74,108,130,111
51,74,105,134,108
52,74,102,141,100
53,74,107,148,89
54,74,104,154,87
55,74,104,154,96
56,74,108,153,102
57,74,107,155,96
58,74,104,158,87
59,74,99,161,87
60,74,104,161,92
61,74,107,161,95
62,74,105,162,93
63,74,106,161,90
64,74,107,163,85
65,74,108,165,84
66,74,108,164,88
67,74,108,163,92
68,74,107,163,85
69,74,107,163,85
70,74,114,156,92
71,74,120,154,88
72,74,123,152,88
73,74,125,149,89
74,74,124,150,87
75,74,125,150,83
76,74,131,145,85
77,74,132,141,85
78,74,136,138,85
79,74,135,137,84
80,74,133,134,84
81,74,132,130,87
82,74,136,124,87
83,74,132,122,85
84,74,134,120,84
85,74,138,116,80
86,74,131,113,83
87,74,129,111,83
88,74,128,107,84
89,74,126,103,90
90,74,128,100,89
91,74,125,100,86
92,74,126,98,87
93,74,123,95,84
94,74,117,95,89
95,74,116,93,94
96,74,116,94,88
97,74,113,91,82
98,74,110,90,85
99,74,107,90,84
100,74,101,91,83
101,74,101,91,81
102,74,96,90,83
103,74,91,90,86
104,74,87,90,75
105,74,86,88,78
106,74,79,86,84
107,74,76,88,84
108,74,74,91,81
109,74,72,95,76
110,74,63,101,77
111,74,63,103,80
112,74,66,104,80
113,74,63,105,72
114,74,61,108,71
115,74,59,109,71
116,74,54,108,71
117,74,54,105,72
118,74,53,107,66
119,74,53,108,62
0,75,161,88,106
1,75,162,89,105
2,75,161,87,108
3,75,162,90,110
4,75,163,91,115
5,75,160,92,115
6,75,165,96,105
7,75,167,95,101
8,75,168,96,107
9,75,165,95,107
10,75,164,96,107
11,75,169,97,106
12,75,168,96,107
13,75,168,98,106
14,75,168,98,108
15,75,166,98,112
16,75,167,99,111
17,75,167,101,112
18,75,165,103,108
19,75,165,105,107
20,75,164,107,112
21,75,157,107,110
22,75,155,113,106
23,75,156,114,108
24,75,160,114,103
25,75,158,115,99
26,75,154,117,107
27,75,155,119,106
28,75,154,119,99
29,75,155,120,98
30,75,157,119,100
31,75,152,117,109
32,75,150,117,110
33,75,149,120,103
34,75,151,117,101
35,75,153,117,101
36,75,152,118,105
37,75,145,117,106
38,75,142,119,108
39,75,135,121,107
40,75,138,119,107
41,75,142,118,114
42,75,138,118,113
43,75,135,118,112
44,75,129,120,105
45,75,124,122,107
46,75,121,122,115
47,75,116,122,111
48,75,111,126,105
49,75,106,128,107
50,75,107,130,111
51,75,100,135,114
52,75,99,141,108
53,75,101,145,99
54,75,106,149,96
55,75,109,149,99
56,75,110,150,102
57,75,110,152,102
58,75,99,156,98
59,75,98,158,96
60,75,102,157,98
61,75,106,157,97
62,75,102,160,97
63,75,100,158,98
64,75,103,159,97
65,75,105,158,97
66,75,105,159,93
67,75,107,160,88
68,75,104,161,90
69,75,102,160,97
70,75,110,153,98
71,75,115,152,91
72,75,119,150,89
73,75,121,148,93
74,75,117,149,88
75,75,119,144,88
76,75,126,139,89
77,75,129,138,85
78,75,128,136,88
79,75,130,133,87
80,75,126,131,88
81,75,128,127,91
82,75,134,121,89
83,75,133,119,90
84,75,130,116,93
85,75,131,112,89
86,75,121,114,87
87,75,120,111,84
88,75,121,106,86
89,75,123,102,91
90,75,123,100,90
91,75,121,100,89
92,75,123,97,87
93,75,122,93,89
94,75,115,91,97
95,75,111,91,98
96,75,106,92,95
97,75,104,91,88
98,75,105,89,90
99,75,103,89,91
100,75,97,91,86
101,75,94,88,86
102,75,91,90,84
103,75,90,92,80
104,75,88,90,78
105,75,87,88,83
106,75,80,87,85
107,75,73,89,84
108,75,74,91,83
109,75,69,97,78
110,75,61,100,80
111,75,53,105,78
112,75,55,106,75
113,75,60,106,74
114,75,58,107,72
115,75,57,109,64
116,75,55,110,64
117,75,57,107,67
118,75,53,107,66
119,75,51,108,66
0,76,158,88,103
1,76,162,89,105
2,76,161,90,105
3,76,163,93,105
4,76,166,91,107
5,76,165,91,109
6,76,163,93,103
7,76,167,92,106
8,76,166,90,109
9,76,165,95,109
10,76,162,96,114
11,76,164,93,112
12,76,168,95,111
13,76,169,99,111
14,76,169,96,114
15,76,168,97,114
16,76,166,100,113
17,76,164,101,113
18,76,164,101,111
19,76,163,103,103
20,76,165,106,105
21,76,162,107,107
22,76,157,106,112
23,76,160,109,110
24,76,160,112,98
25,76,155,113,95
26,76,156,115,104
27,76,156,114,106
28,76,153,117,101
29,76,154,118,103
30,76,156,113,110
31,76,153,112,112
32,76,152,113,112
33,76,150,115,104
34,76,148,117,100
35,76,144,117,101
36,76,144,118,108
37,76,147,116,110
38,76,147,116,108
39,76,141,118,107
40,76,143,116,113
41,76,141,114,114
42,76,134,117,109
43,76,128,118,108
44,76,125,120,108
45,76,124,122,107
46,76,120,123,106
47,76,120,123,106
48,76,116,123,105
49,76,105,126,107
50,76,102,128,107
51,76,98,134,108
52,76,96,140,109
53,76,101,140,108
54,76,106,143,108
55,76,104,147,107
56,76,106,149,107
57,76,108,149,105
58,76,102,153,108
59,76,101,153,101
60,76,102,154,100
61,76,101,155,100
62,76,98,157,100
63,76,101,154,106
64,76,101,155,102
65,76,99,158,100
66,76,102,160,97
67,76,104,157,93
68,76,106,154,96
69,76,101,154,97
70,76,109,152,94
71,76,113,151,98
72,76,109,150,95
73,76,110,146,93
74,76,113,144,93
75,76,118,139,96
76,76,127,134,91
77,76,128,136,88
78,76,125,135,91
79,76,125,131,90
80,76,121,127,91
81,76,125,123,92
82,76,130,118,92
83,76,127,117,95
84,76,125,114,97
85,76,122,114,94
86,76,119,110,92
87,76,121,107,91
88,76,117,105,93
89,76,119,100,93
90,76,118,101,93
91,76,115,97,94
92,76,116,95,95
93,76,113,92,99
94,76,109,92,98
95,76,106,94,94
96,76,103,92,91
97,76,101,89,91
98,76,101,89,91
99,76,95,90,92
100,76,92,90,89
101,76,91,92,87
102,76,88,89,84
103,76,86,89,83
104,76,82,87,85
105,76,81,85,84
106,76,77,87,84
107,76,73,89,84
108,76,69,91,84
109,76,64,96,81
110,76,61,101,78
111,76,53,105,78
112,76,54,106,77
113,76,54,105,72
114,76,51,107,72
115,76,49,111,65
116,76,51,111,63
117,76,55,111,62
118,76,52,110,61
119,76,48,108,65
0,77,159,87,97
1,77,160,87,103
2,77,161,89,109
3,77,160,92,106
4,77,165,92,105
5,77,166,91,105
6,77,168,90,107
7,77,169,91,110
8,77,166,90,113
9,77,165,90,113
10,77,166,92,114
11,77,166,93,108
12,77,170,93,107
13,77,171,93,111
14,77,167,95,115
15,77,163,100,112
16,77,163,100,108
17,77,163,100,110
18,77,166,98,110
19,77,163,103,105
20,77,164,104,106
21,77,164,104,108
22,77,162,104,112
23,77,158,108,111
24,77,154,110,100
25,77,153,111,98
26,77,153,110,104
27,77,157,110,105
28,77,155,111,103
29,77,156,111,108
30,77,156,113,114
31,77,156,113,110
32,77,149,114,107
33,77,143,115,104
34,77,146,116,103
35,77,141,116,106
36,77,137,118,108
37,77,145,114,108
38,77,145,113,110
39,77,143,114,108
40,77,140,112,115
41,77,135,115,117
42,77,133,115,110
43,77,127,115,107
44,77,125,118,107
45,77,125,119,103
46,77,119,121,105
47,77,113,122,105
48,77,111,123,105
49,77,108,123,114
50,77,105,125,114
51,77,102,130,112
52,77,100,133,113
53,77,103,136,113
54,77,106,140,113
55,77,101,143,111
56,77,104,144,110
57,77,108,146,110
58,77,105,147,114
59,77,101,152,107
60,77,98,154,101
61,77,98,153,109
62,77,98,154,105
63,77,101,152,105
64,77,101,154,106
65,77,96,156,99
66,77,96,155,101
67,77,98,154,101
68,77,104,154,100
69,77,103,152,99
70,77,108,150,101
71,77,106,148,102
72,77,105,146,103
73,77,109,143,102
74,77,112,141,102
75,77,119,136,99
76,77,123,133,97
77,77,120,131,93
78,77,118,127,97
79,77,115,127,96
80,77,119,123,95
81,77,120,123,92
82,77,120,119,92
83,77,118,117,97
84,77,119,113,97
85,77,120,108,98
86,77,118,105,98
87,77,113,105,99
88,77,115,105,99
89,77,119,102,94
90,77,114,98,94
91,77,113,94,96
92,77,111,94,100
93,77,107,95,97
94,77,105,93,97
95,77,99,95,91
96,77,99,93,88
97,77,95,90,92
98,77,97,90,88
99,77,97,88,89
100,77,90,90,90
101,77,86,92,84
102,77,87,89,88
103,77,86,87,91
104,77,81,88,88
105,77,82,87,85
106,77,77,87,84
107,77,70,89,85
108,77,66,92,86
109,77,64,96,85
110,77,61,98,81
111,77,56,100,81
112,77,56,103,78
113,77,54,107,75
114,77,49,110,69
115,77,51,110,67
116,77,52,108,71
117,77,52,109,65
118,77,53,108,62
119,77,51,107,61
0,78,156,88,99
1,78,155,89,105
2,78,155,88,109
3,78,161,89,111
4,78,163,92,111
5,78,169,90,105
6,78,171,91,106
7,78,169,90,112
8,78,166,89,115
9,78,166,90,111
10,78,167,94,112
11,78,165,95,109
12,78,170,95,109
13,78,175,92,111
14,78,164,96,107
15,78,159,98,109
16,78,160,99,113
17,78,166,99,115
18,78,166,98,110
19,78,166,99,108
20,78,164,101,109
21,78,162,104,110
22,78,162,104,112
23,78,162,105,108
24,78,157,107,106
25,78,154,110,111
26,78,152,113,110
27,78,155,111,103
28,78,155,110,107
29,78,152,111,109
30,78,151,112,109
31,78,149,114,107
32,78,146,114,102
33,78,140,115,103
34,78,143,112,107
35,78,148,111,112
36,78,143,115,104
37,78,143,115,104
38,78,143,115,106
39,78,136,114,110
40,78,137,112,116
41,78,134,114,114
42,78,130,115,107
43,78,127,114,109
44,78,127,117,107
45,78,124,119,105
46,78,122,119,109
47,78,113,120,106
48,78,107,120,113
49,78,108,120,116
50,78,106,124,114
51,78,98,127,118
52,78,99,132,114
53,78,105,132,116
54,78,103,135,119
55,78,101,142,117
56,78,105,141,111
57,78,104,144,108
58,78,103,147,114
59,78,99,148,111
60,78,99,148,111
61,78,99,148,113
62,78,100,150,108
63,78,101,151,109
64,78,103,150,109
65,78,95,153,104
66,78,94,154,104
67,78,94,154,106
68,78,100,150,110
69,78,99,148,102
70,78,101,147,102
71,78,101,146,108
72,78,100,145,105
73,78,106,142,103
74,78,108,139,101
75,78,112,134,99
76,78,115,132,101
77,78,115,128,103
78,78,116,123,105
79,78,116,122,101
80,78,116,120,100
81,78,115,119,97
82,78,113,116,95
83,78,112,115,94
84,78,113,110,97
85,78,116,105,104
86,78,110,106,105
87,78,106,105,101
88,78,108,102,98
89,78,112,98,98
90,78,108,96,98
91,78,109,92,98
92,78,106,94,98
93,78,101,97,96
94,78,101,94,97
95,78,95,95,95
96,78,94,95,92
97,78,92,92,92
98,78,92,92,92
99,78,91,91,91
100,78,84,91,88
101,78,84,91,86
102,78,84,90,83
103,78,81,88,90
104,78,80,86,91
105,78,79,88,87
106,78,76,88,84
107,78,68,90,83
108,78,65,92,83
109,78,63,94,84
110,78,63,96,85
111,78,58,99,85
112,78,53,105,78
113,78,54,105,74
114,78,48,109,70
115,78,47,111,69
116,78,47,112,67
117,78,48,110,64
118,78,53,106,63
119,78,52,104,66
0,79,153,86,104
1,79,151,89,107
2,79,157,87,111
3,79,161,88,106
4,79,162,88,109
5,79,166,90,109
6,79,172,92,105
7,79,169,89,109
8,79,167,87,114
9,79,169,90,112
10,79,169,92,106
11,79,166,94,102
12,79,168,97,101
13,79,167,94,109
14,79,170,94,111
15,79,168,96,105
16,79,161,98,107
17,79,165,100,106
18,79,166,99,108
19,79,168,97,110
20,79,165,98,114
21,79,161,100,114
22,79,161,101,110
23,79,164,101,109
24,79,159,103,111
25,79,156,107,112
26,79,151,110,108
27,79,153,110,106
28,79,159,106,108
29,79,151,110,110
30,79,148,112,110
31,79,145,110,104
32,79,144,111,104
33,79,145,112,103
34,79,146,113,106
35,79,145,114,108
36,79,140,114,107
37,79,137,114,106
38,79,141,112,106
39,79,138,111,111
40,79,133,113,111
41,79,131,114,109
42,79,130,115,107
43,79,129,112,118
44,79,126,113,118
45,79,122,117,107
46,79,118,116,105
47,79,114,114,112
48,79,108,117,116
49,79,104,119,114
50,79,104,121,115
51,79,100,129,117
52,79,99,132,114
53,79,102,132,115
54,79,105,132,120
55,79,105,140,117
56,79,108,142,117
57,79,105,144,115
58,79,101,144,118
59,79,102,146,115
60,79,101,144,116
61,79,101,143,120
62,79,99,147,117
63,79,99,145,118
64,79,103,143,118
65,79,99,148,111
66,79,96,148,108
67,79,96,151,107
68,79,93,147,113
69,79,94,145,112
70,79,99,143,110
71,79,99,142,114
72,79,98,139,109
73,79,107,137,108
74,79,106,135,107
75,79,107,131,107
76,79,106,125,109
77,79,102,126,106
78,79,108,125,103
79,79,112,120,108
80,79,114,117,109
81,79,114,116,106
82,79,109,115,104
83,79,105,114,99
84,79,107,109,97
85,79,108,104,103
86,79,105,103,104
87,79,102,103,100
88,79,102,100,98
89,79,105,98,100
90,79,107,95,99
91,79,106,92,97
92,79,101,94,99
93,79,95,95,99
94,79,94,94,96
95,79,92,91,96
96,79,89,92,91
97,79,88,90,92
98,79,86,93,91
99,79,86,93,91
100,79,80,92,92
101,79,80,92,92
102,79,75,89,89
103,79,72,91,87
104,79,70,88,87
105,79,70,88,89
106,79,71,90,86
107,79,68,92,84
108,79,63,92,83
109,79,62,93,85
110,79,57,96,83
111,79,56,100,81
112,79,57,104,79
113,79,55,106,77
114,79,53,106,74
115,79,49,109,66
116,79,48,111,60
117,79,51,111,63
118,79,53,107,68
119,79,50,104,68
0,80,154,82,104
1,80,151,86,108
2,80,158,86,111
3,80,161,87,110
4,80,160,88,110
5,80,164,88,109
6,80,166,92,103
7,80,166,91,107
8,80,171,89,116
9,80,171,90,112
10,80,167,91,112
11,80,170,92,112
12,80,170,94,101
13,80,167,94,109
14,80,167,93,114
15,80,170,95,107
16,80,168,96,107
17,80,168,96,107
18,80,167,96,113
19,80,162,96,112
20,80,164,95,112
21,80,163,96,119
22,80,163,97,113
23,80,165,96,113
24,80,159,100,109
25,80,155,101,113
26,80,155,103,114
27,80,150,106,114
28,80,153,106,115
29,80,150,106,114
30,80,145,109,108
31,80,145,110,106
32,80,147,108,108
33,80,147,109,106
34,80,147,111,107
35,80,142,111,106
36,80,140,114,109
37,80,137,112,114
38,80,139,109,117
39,80,139,112,112
40,80,131,114,109
41,80,130,112,112
42,80,136,111,113
43,80,131,109,116
44,80,124,112,116
45,80,120,116,110
46,80,114,114,112
47,80,111,116,114
48,80,106,118,116
49,80,103,117,115
50,80,101,121,114
51,80,98,125,113
52,80,97,127,112
53,80,98,131,120
54,80,101,133,122
55,80,107,135,118
56,80,107,137,120
57,80,102,139,122
58,80,101,142,117
59,80,103,143,116
60,80,100,142,121
61,80,97,140,126
62,80,95,144,125
63,80,95,144,123
64,80,95,142,122
65,80,93,142,118
66,80,89,146,116
67,80,91,146,114
68,80,94,144,114
69,80,93,142,116
70,80,96,138,117
71,80,98,138,115
72,80,100,135,116
73,80,100,132,117
74,80,99,131,116
75,80,103,128,113
76,80,106,124,116
77,80,101,123,115
78,80,101,123,115
79,80,105,117,113
80,80,106,113,111
81,80,109,111,111
82,80,107,109,108
83,80,105,108,107
84,80,106,106,104
85,80,104,104,104
86,80,102,102,104
87,80,99,101,100
88,80,100,100,100
89,80,98,98,98
90,80,97,96,99
91,80,95,95,99
92,80,93,92,101
93,80,91,89,99
94,80,91,89,101
95,80,91,88,103
96,80,88,89,96
97,80,83,92,96
98,80,80,92,90
99,80,80,93,88
100,80,75,93,91
101,80,75,90,94
102,80,75,88,95
103,80,69,93,85
104,80,68,92,84
105,80,68,89,87
106,80,66,89,83
107,80,63,88,84
108,80,64,90,83
109,80,61,92,81
110,80,59,95,83
111,80,60,97,78
112,80,61,101,78
113,80,59,102,78
114,80,60,103,75
115,80,57,109,68
116,80,54,109,63
117,80,54,108,69
118,80,51,109,62
119,80,47,108,56
0,81,157,82,107
1,81,156,84,108
2,81,157,87,111
3,81,155,88,111
4,81,161,87,112
5,81,166,86,111
6,81,164,90,106
7,81,164,90,108
8,81,169,88,113
9,81,172,89,112
10,81,167,90,116
11,81,171,89,114
12,81,169,91,108
13,81,167,92,110
14,81,169,92,116
15,81,170,92,112
16,81,169,94,105
17,81,164,93,110
18,81,166,92,112
19,81,162,95,118
20,81,164,94,118
21,81,165,96,117
22,81,162,98,111
23,81,160,98,115
24,81,160,100,116
25,81,159,100,113
26,81,155,101,115
27,81,157,100,117
28,81,151,101,114
29,81,149,104,113
30,81,146,106,111
31,81,144,107,111
32,81,144,108,109
33,81,141,109,113
34,81,138,108,112
35,81,139,110,111
36,81,141,110,114
37,81,138,109,119
38,81,137,108,118
39,81,135,109,118
40,81,135,109,114
41,81,132,109,114
42,81,129,110,116
43,81,126,110,115
44,81,120,111,114
45,81,118,114,115
46,81,114,114,114
47,81,105,115,112
48,81,105,115,112
49,81,104,115,116
50,81,100,119,117
51,81,100,121,116
52,81,99,123,115
53,81,102,126,118
54,81,101,129,124
55,81,98,134,122
56,81,102,136,123
57,81,101,135,121
58,81,99,136,121
59,81,102,136,125
60,81,102,136,125
61,81,97,138,125
62,81,93,141,125
63,81,94,140,125
64,81,96,138,117
65,81,96,140,118
66,81,94,143,120
67,81,89,144,118
68,81,94,141,118
69,81,93,140,119
70,81,96,138,119
71,81,97,135,122
72,81,96,132,120
73,81,94,133,120
74,81,92,130,120
75,81,97,126,116
76,81,100,121,114
77,81,99,119,117
78,81,97,119,114
79,81,103,114,113
80,81,105,109,114
81,81,102,109,109
82,81,100,108,110
83,81,103,104,111
84,81,101,102,108
85,81,100,101,107
86,81,100,99,108
87,81,99,98,105
88,81,98,97,104
89,81,95,94,102
90,81,94,92,104
91,81,93,92,110
92,81,93,93,104
93,81,92,90,100
94,81,86,90,107
95,81,86,88,106
96,81,82,90,97
97,81,76,91,95
98,81,75,90,94
99,81,73,91,94
100,81,72,92,92
101,81,74,89,95
102,81,73,87,98
103,81,68,91,90
104,81,67,91,83
105,81,68,90,83
106,81,61,90,80
107,81,64,88,84
108,81,64,90,81
109,81,61,92,81
110,81,58,93,83
111,81,58,97,82
112,81,59,100,77
113,81,57,103,76
114,81,57,105,73
115,81,53,111,66
116,81,51,108,68
117,81,53,107,68
118,81,48,108,63
119,81,44,109,58
0,82,157,82,105
1,82,158,83,106
2,82,158,83,106
3,82,160,85,111
4,82,162,88,113
5,82,167,88,110
6,82,167,88,108
7,82,165,91,111
8,82,167,91,112
9,82,169,88,111
10,82,168,87,112
11,82,168,89,113
12,82,166,89,115
13,82,166,89,115
14,82,167,93,104
15,82,169,93,109
16,82,160,93,113
17,82,159,94,116
18,82,167,93,114
19,82,164,93,110
20,82,163,93,116
21,82,165,94,116
22,82,159,98,112
23,82,156,98,118
24,82,157,100,117
25,82,154,100,114
26,82,153,99,110
27,82,154,99,118
28,82,156,98,116
29,82,153,102,107
30,82,150,101,108
31,82,147,102,110
32,82,142,105,118
33,82,139,105,116
34,82,137,107,110
35,82,138,109,109
36,82,134,106,113
37,82,134,105,115
38,82,139,105,114
39,82,132,108,116
40,82,132,108,116
41,82,131,107,115
42,82,126,112,116
43,82,126,109,117
44,82,122,112,115
45,82,117,113,112
46,82,113,113,113
47,82,110,112,116
48,82,109,113,114
49,82,105,114,116
50,82,103,117,117
51,82,99,119,121
52,82,98,121,122
53,82,102,123,120
54,82,101,127,121
55,82,100,131,123
56,82,101,132,128
57,82,99,136,123
58,82,98,134,122
59,82,101,134,125
60,82,101,137,125
61,82,96,137,123
62,82,97,138,125
63,82,93,139,123
64,82,96,137,123
65,82,99,138,125
66,82,99,136,131
67,82,93,138,127
68,82,92,137,126
69,82,92,135,125
70,82,91,134,124
71,82,90,132,127
72,82,91,129,120
73,82,88,131,116
74,82,82,132,117
75,82,89,126,118
76,82,94,121,121
77,82,93,118,119
78,82,95,118,113
79,82,95,114,112
80,82,99,109,119
81,82,98,108,114
82,82,94,107,110
83,82,96,104,113
84,82,96,102,109
85,82,95,101,110
86,82,93,98,110
87,82,93,96,109
88,82,95,95,109
